id,user_id,title,completed,completed_int,title_length
144,8,ut eum exercitationem sint,False,0,26
145,8,beatae qui ullam incidunt voluptatem non nisi aliquam,False,0,53
146,8,molestiae suscipit ratione nihil odio libero impedit vero totam,True,1,63
147,8,eum itaque quod reprehenderit et facilis dolor autem ut,True,1,55
148,8,esse quas et quo quasi exercitationem,False,0,37
149,8,animi voluptas quod perferendis est,False,0,35
150,8,eos amet tempore laudantium fugit a,False,0,35
151,8,accusamus adipisci dicta qui quo ea explicabo sed vero,True,1,54
152,8,odit eligendi recusandae doloremque cumque non,False,0,46
153,8,ea aperiam consequatur qui repellat eos,False,0,39
154,8,rerum non ex sapiente,True,1,21
155,8,voluptatem nobis consequatur et assumenda magnam,True,1,48
156,8,nam quia quia nulla repellat assumenda quibusdam sit nobis,True,1,58
157,8,dolorem veniam quisquam deserunt repellendus,True,1,44
158,8,debitis vitae delectus et harum accusamus aut deleniti a,True,1,56
159,8,debitis adipisci quibusdam aliquam sed dolore ea praesentium nobis,True,1,66
160,8,et praesentium aliquam est,False,0,26
161,9,ex hic consequuntur earum omnis alias ut occaecati culpa,True,1,56
162,9,omnis laboriosam molestias animi sunt dolore,True,1,44
163,9,natus corrupti maxime laudantium et voluptatem laboriosam odit,False,0,62
164,9,reprehenderit quos aut aut consequatur est sed,False,0,46
165,9,fugiat perferendis sed aut quidem,False,0,33
166,9,quos quo possimus suscipit minima ut,False,0,36
167,9,et quis minus quo a asperiores molestiae,False,0,40
168,9,recusandae quia qui sunt libero,False,0,31
169,9,ea odio perferendis officiis,True,1,28
170,9,quisquam aliquam quia doloribus aut,False,0,35
171,9,fugiat aut voluptatibus corrupti deleniti velit iste odio,True,1,57
172,9,et provident amet rerum consectetur et voluptatum,False,0,49
173,9,harum ad aperiam quis,False,0,21
174,9,similique aut quo,False,0,17
175,9,laudantium eius officia perferendis provident perspiciatis asperiores,True,1,69
176,9,magni soluta corrupti ut maiores rem quidem,False,0,43
177,9,et placeat temporibus voluptas est tempora quos quibusdam,False,0,57
178,9,nesciunt itaque commodi tempore,True,1,31
179,9,omnis consequuntur cupiditate impedit itaque ipsam quo,True,1,54
180,9,debitis nisi et dolorem repellat et,True,1,35
181,10,ut cupiditate sequi aliquam fuga maiores,False,0,40
182,10,inventore saepe cumque et aut illum enim,True,1,40
183,10,omnis nulla eum aliquam distinctio,True,1,34
184,10,molestias modi perferendis perspiciatis,False,0,39
185,10,voluptates dignissimos sed doloribus animi quaerat aut,False,0,54
186,10,explicabo odio est et,False,0,21
187,10,consequuntur animi possimus,False,0,27
188,10,vel non beatae est,True,1,18
189,10,culpa eius et voluptatem et,True,1,27
190,10,accusamus sint iusto et voluptatem exercitationem,True,1,49
191,10,temporibus atque distinctio omnis eius impedit tempore molestias pariatur,True,1,73
192,10,ut quas possimus exercitationem sint voluptates,False,0,47
193,10,rerum debitis voluptatem qui eveniet tempora distinctio a,True,1,57
194,10,sed ut vero sit molestiae,False,0,25
195,10,rerum ex veniam mollitia voluptatibus pariatur,True,1,46
196,10,consequuntur aut ut fugit similique,True,1,35
197,10,dignissimos quo nobis earum saepe,True,1,33
198,10,quis eius est sint explicabo,True,1,28
199,10,numquam repellendus a magnam,True,1,28
200,10,ipsam aperiam voluptates qui,False,0,28
